Date,Open,High,Low,Close,Adj Close,Volume
2021-05-11,0.999836,1.000200,0.999800,1.000167,1.000167,2566367931
2021-05-12,0.999934,1.000200,0.999800,1.000097,1.000097,3183988042
2021-05-13,0.999807,1.000200,0.999800,0.999824,0.999824,4460022465
2021-05-14,0.999884,1.000199,0.999800,0.999962,0.999962,3146472043
2021-05-15,0.999953,1.000200,0.999800,1.000090,1.000090,3328173098
2021-05-16,0.999840,1.000200,0.999800,1.000155,1.000155,3772657577
2021-05-17,0.999856,1.000200,0.999800,1.000100,1.000100,4135608294
2021-05-18,1.000160,1.001168,0.999571,1.000018,1.000018,3070777038
2021-05-19,1.000038,1.001824,0.998055,0.999926,0.999926,8053431253
2021-05-20,0.999850,1.001030,0.999677,0.999880,0.999880,5382601764
2021-05-21,0.999868,1.001766,0.999648,1.000417,1.000417,4613942917
2021-05-22,1.000607,1.001068,0.999888,1.000807,1.000807,3335609643
2021-05-23,1.000762,1.001683,1.000004,1.000422,1.000422,5171953965
2021-05-24,1.000462,1.000706,0.999726,1.000287,1.000287,4286226504
2021-05-25,1.000324,1.000670,0.999776,0.999930,0.999930,3043007002
2021-05-26,0.999917,1.000905,0.999710,1.000418,1.000418,2604239878
2021-05-27,1.000389,1.000932,0.999860,1.000249,1.000249,1971138940
2021-05-28,1.000251,1.000768,0.999862,1.000196,1.000196,2707603887
2021-05-29,1.000144,1.000881,0.999801,0.999901,0.999901,2227562471
2021-05-30,0.999895,1.000236,0.999093,0.999498,0.999498,2190418517
2021-05-31,0.999560,1.000697,0.999391,1.000264,1.000264,2333931932
2021-06-01,1.000283,1.000738,0.999783,1.000025,1.000025,1999280287
2021-06-02,1.000065,1.000737,0.999836,1.000277,1.000277,1776182592
2021-06-03,1.000371,1.000823,1.000017,1.000242,1.000242,2167192412
2021-06-04,1.000243,1.001119,0.999822,1.000749,1.000749,2570089020
2021-06-05,1.000650,1.001423,0.999879,1.000184,1.000184,1876582877
2021-06-06,1.000095,1.000678,0.999750,1.000577,1.000577,1383139177
2021-06-07,1.000537,1.000902,0.999723,1.000540,1.000540,1862347845
2021-06-08,1.000494,1.000904,0.999999,1.000497,1.000497,2790193245
2021-06-09,1.000488,1.000904,0.999666,0.999950,0.999950,2342690520
2021-06-10,0.999975,1.000554,0.999718,1.000317,1.000317,1900199959
2021-06-11,1.000293,1.000640,0.999575,1.000435,1.000435,1874628476
2021-06-12,1.000479,1.001185,0.999963,1.001136,1.001136,1727912702
2021-06-13,1.001096,1.001367,0.999434,0.999630,0.999630,1731376606
2021-06-14,0.999610,1.000634,0.999422,1.000030,1.000030,1729527102
2021-06-15,1.000130,1.010242,0.999762,1.000284,1.000284,1933931509
2021-06-16,1.000345,1.000824,0.999485,1.000168,1.000168,1915334512
2021-06-17,1.000126,1.000799,0.999590,1.000717,1.000717,2154845901
2021-06-18,1.000672,1.001601,0.999764,1.001384,1.001384,2071077950
2021-06-19,1.001412,1.001710,1.000043,1.001386,1.001386,1592022973
2021-06-20,1.001313,1.001454,1.000548,1.000962,1.000962,2004269887
2021-06-21,1.000898,1.001813,1.000142,1.000260,1.000260,4276274311
2021-06-22,1.000167,1.001501,1.000030,1.000805,1.000805,4227695695
2021-06-23,1.000739,1.000838,1.000166,1.000470,1.000470,3250654168
2021-06-24,1.000542,1.000848,1.000001,1.000126,1.000126,2086547894
2021-06-25,1.000190,1.000724,0.999374,1.000017,1.000017,2278575965
2021-06-26,0.999993,1.001436,0.999851,1.001436,1.001436,2166740089
2021-06-27,1.001377,1.001955,1.000408,1.000591,1.000591,2006379615
2021-06-28,1.000515,1.000714,0.999739,0.999925,0.999925,2280426599
2021-06-29,0.999876,1.000559,0.999815,1.000066,1.000066,2367988438
2021-06-30,1.000024,1.000475,0.999648,1.000089,1.000089,2251615883
2021-07-01,1.000065,1.000673,0.999878,1.000192,1.000192,2063325693
2021-07-02,1.000177,1.000916,0.999966,1.000035,1.000035,1787895570
2021-07-03,1.000048,1.000670,0.999925,0.999984,0.999984,1491016821
2021-07-04,0.999956,1.000187,0.998901,0.999500,0.999500,1578667344
2021-07-05,0.999566,1.000839,0.999459,1.000528,1.000528,1887495558
2021-07-06,1.000501,1.000731,0.999662,1.000059,1.000059,2312601910
2021-07-07,1.000126,1.000599,0.999552,1.000370,1.000370,1998620780
2021-07-08,1.000424,1.001091,0.999641,0.999945,0.999945,2270470755
2021-07-09,0.999929,1.000307,0.999603,0.999831,0.999831,1926093225
2021-07-10,0.999838,1.000699,0.999606,1.000154,1.000154,1688326088
2021-07-11,1.000156,1.001252,1.000156,1.000268,1.000268,1380260792
2021-07-12,1.000253,1.000924,1.000014,1.000372,1.000372,1869328110
2021-07-13,1.000373,1.000780,0.999993,1.000140,1.000140,2052753217
2021-07-14,1.000055,1.000722,0.999927,0.999954,0.999954,2178980895
2021-07-15,1.000041,1.000743,0.999714,1.000146,1.000146,2024673761
2021-07-16,1.000165,1.000412,0.999957,1.000336,1.000336,1967709606
2021-07-17,1.000267,1.000865,0.999983,1.000495,1.000495,1654537979
2021-07-18,1.000495,1.000778,0.999456,1.000574,1.000574,1646186031
2021-07-19,1.000561,1.000777,1.000121,1.000259,1.000259,1882742176
2021-07-20,1.000305,1.000694,1.000080,1.000275,1.000275,2382271230
2021-07-21,1.000280,1.000416,0.999759,1.000201,1.000201,2641185552
2021-07-22,1.000193,1.000593,0.999718,1.000292,1.000292,1951581122
2021-07-23,1.000279,1.000634,0.999578,1.000065,1.000065,1843554513
2021-07-24,1.000016,1.000741,0.999765,1.000233,1.000233,1879930934
2021-07-25,1.000200,1.000262,0.998855,0.999587,0.999587,1597724492
2021-07-26,0.999598,1.000618,0.999452,1.000108,1.000108,4345976082
2021-07-27,1.000156,1.000683,0.999836,1.000019,1.000019,3322377092
2021-07-28,1.000062,1.000454,0.999670,0.999798,0.999798,3167300230
2021-07-29,0.999867,1.000799,0.999708,1.000208,1.000208,2436098922
2021-07-30,1.000109,1.000899,0.999595,0.999843,0.999843,2767764066
2021-07-31,0.999888,1.000326,0.999575,0.999847,0.999847,2089374194
2021-08-01,0.999745,1.000416,0.999315,1.000161,1.000161,2486455912
2021-08-02,1.000156,1.000585,0.999837,1.000286,1.000286,2439258777
2021-08-03,1.000327,1.000675,1.000032,1.000244,1.000244,2813334453
2021-08-04,1.000287,1.000553,0.999772,1.000063,1.000063,2835178251
2021-08-05,1.000098,1.000407,0.999434,0.999597,0.999597,3178159135
2021-08-06,0.999619,1.000118,0.999380,0.999811,0.999811,2937467305
2021-08-07,0.999874,1.000150,0.999448,0.999857,0.999857,3489017547
2021-08-08,0.999782,0.999966,0.999120,0.999589,0.999589,3012509725
2021-08-09,0.999708,1.000069,0.999457,0.999833,0.999833,3898068399
2021-08-10,0.999847,1.000481,0.999478,0.999937,0.999937,2931130333
2021-08-11,1.000017,1.000470,0.999391,0.999923,0.999923,2785529004
2021-08-12,0.999974,1.000590,0.999436,1.000092,1.000092,2994704874
2021-08-13,1.000114,1.000539,0.999500,0.999514,0.999514,2628902158
2021-08-14,0.999569,1.000230,0.999431,0.999954,0.999954,2254426890
2021-08-15,0.999884,1.000891,0.999448,0.999849,0.999849,2487714412
2021-08-16,0.999866,1.000262,0.999215,1.000102,1.000102,2817667036
2021-08-17,1.000104,1.000424,0.999761,1.000329,1.000329,3516524402
2021-08-18,1.000285,1.000527,0.999818,1.000237,1.000237,3083898715
2021-08-19,1.000229,1.000654,0.999385,0.999649,0.999649,2800835700
2021-08-20,0.999610,1.000565,0.999459,1.000311,1.000311,2726460511
2021-08-21,1.000394,1.000510,0.999353,0.999866,0.999866,2204325275
2021-08-22,0.999926,1.001275,0.999162,1.000167,1.000167,2003215527
2021-08-23,1.000233,1.000535,0.999450,1.000460,1.000460,2455907973
2021-08-24,1.000526,1.000612,0.999874,1.000197,1.000197,2963784032
2021-08-25,1.000154,1.000421,0.999936,1.000037,1.000037,2658484333
2021-08-26,1.000113,1.000676,0.999940,1.000165,1.000165,2796769690
2021-08-27,1.000128,1.000729,0.999849,0.999892,0.999892,2701122162
2021-08-28,0.999845,1.000715,0.999351,1.000037,1.000037,1753172363
2021-08-29,1.000081,1.001019,0.999646,1.000498,1.000498,1949814217
2021-08-30,1.000495,1.000830,0.999676,1.000288,1.000288,2622499236
2021-08-31,1.000369,1.000583,0.999810,1.000214,1.000214,3343430902
2021-09-01,1.000228,1.000428,0.999488,0.999819,0.999819,3244150267
2021-09-02,0.999728,1.000262,0.999423,1.000021,1.000021,3143686060
2021-09-03,0.999947,1.000140,0.999596,0.999840,0.999840,3401964526
2021-09-04,0.999854,1.000442,0.999790,0.999937,0.999937,2628095148
2021-09-05,0.999880,1.000254,0.999235,0.999575,0.999575,2324755018
2021-09-06,0.999504,1.000328,0.999361,0.999518,0.999518,2592075507
2021-09-07,0.999559,1.000588,0.999333,1.000262,1.000262,5947165235
2021-09-08,1.000243,1.000595,0.999871,1.000305,1.000305,4765769583
2021-09-09,1.000371,1.000667,0.987380,1.000210,1.000210,3450210441
2021-09-10,1.000040,1.000677,0.999764,1.000231,1.000231,3691326992
2021-09-11,1.000171,1.000971,0.999649,1.000971,1.000971,2652390883
2021-09-12,1.000966,1.001009,0.999319,0.999490,0.999490,2394483277
2021-09-13,0.999571,1.000701,0.999373,1.000095,1.000095,3628988394
2021-09-14,1.000080,1.000905,0.999922,1.000278,1.000278,2519296426
2021-09-15,1.000259,1.000484,0.999664,1.000021,1.000021,2470653828
2021-09-16,1.000033,1.000432,0.999876,1.000064,1.000064,3019567636
2021-09-17,1.000098,1.000914,0.999673,0.999832,0.999832,2793493277
2021-09-18,0.999817,1.000692,0.999004,0.999405,0.999405,2210179953
2021-09-19,0.999380,1.001716,0.998138,1.000255,1.000255,2034748121
2021-09-20,1.000377,1.000567,1.000064,1.000384,1.000384,5202372291
2021-09-21,1.000354,1.000603,1.000022,1.000344,1.000344,5165987150
2021-09-22,1.000315,1.000632,0.999530,0.999563,0.999563,3905266045
2021-09-23,0.999574,1.000901,0.999513,1.000039,1.000039,2989210780
2021-09-24,1.000023,1.000823,0.999641,1.000135,1.000135,4132538967
2021-09-25,1.000128,1.001157,0.999777,1.000339,1.000339,3005798209
2021-09-26,1.000439,1.000962,1.000038,1.000255,1.000255,3719002400
2021-09-27,1.000334,1.000952,0.999674,1.000304,1.000304,3153527155
2021-09-28,1.000288,1.001053,1.000111,1.000387,1.000387,3234280358
2021-09-29,1.000353,1.000596,0.999776,1.000411,1.000411,3096200242
2021-09-30,1.000417,1.000499,0.999577,1.000140,1.000140,3038068264
2021-10-01,1.000100,1.000291,0.999462,0.999545,0.999545,3489367696
2021-10-02,0.999577,1.000123,0.999442,0.999790,0.999790,2517695174
2021-10-03,0.999727,1.000111,0.999199,0.999681,0.999681,2262697516
2021-10-04,0.999644,1.000148,0.999126,0.999416,0.999416,2886834627
2021-10-05,0.999415,1.000515,0.999215,0.999849,0.999849,2723328431
2021-10-06,0.999824,1.000550,0.999130,0.999990,0.999990,3358844472
2021-10-07,0.999997,1.000632,0.999290,1.000023,1.000023,3128456280
2021-10-08,1.000023,1.000207,0.999485,0.999791,0.999791,2716836270
2021-10-09,0.999853,1.000271,0.999724,0.999896,0.999896,2005512526
2021-10-10,0.999828,1.000812,0.999081,1.000598,1.000598,2553564243
2021-10-11,1.000594,1.000759,0.999519,1.000392,1.000392,2971560705
2021-10-12,1.000444,1.000691,0.999811,0.999962,0.999962,3375680364
2021-10-13,1.000029,1.000730,0.999525,1.000147,1.000147,3067360744
2021-10-14,1.000167,1.000176,0.999663,0.999742,0.999742,3161139708
2021-10-15,0.999739,1.000591,0.999234,0.999239,0.999239,4289629016
2021-10-16,0.999246,1.000205,0.999183,0.999968,0.999968,2886818679
2021-10-17,0.999925,1.000607,0.999484,1.000299,1.000299,2647518203
2021-10-18,1.000339,1.000794,0.999538,1.000058,1.000058,3349379834
2021-10-19,1.000078,1.000600,0.999554,0.999939,0.999939,3317029545
2021-10-20,0.999993,1.000517,0.999462,0.999590,0.999590,3641553954
2021-10-21,0.999641,1.000597,0.999392,1.000118,1.000118,4933838154
2021-10-22,1.000079,1.000561,0.999498,1.000334,1.000334,3886103505
2021-10-23,1.000299,1.001315,0.999971,1.001199,1.001199,2934215247
2021-10-24,1.001181,1.001181,0.999251,1.000308,1.000308,2877560293
2021-10-25,1.000258,1.000957,0.999346,0.999650,0.999650,2881886893
2021-10-26,0.999618,1.000788,0.999512,1.000135,1.000135,3626626200
2021-10-27,1.000109,1.000768,0.999383,1.000273,1.000273,5829428897
2021-10-28,1.000218,1.000532,0.999589,0.999921,0.999921,5988045784
2021-10-29,0.999902,1.000650,0.999368,0.999829,0.999829,4731131108
2021-10-30,0.999871,1.000622,0.999556,1.000131,1.000131,3902638718
2021-10-31,1.000186,1.001084,0.998909,0.999724,0.999724,3903073032
2021-11-01,0.999632,1.000659,0.999079,0.999861,0.999861,4358098743
2021-11-02,0.999769,1.000799,0.999282,0.999896,0.999896,4521578460
2021-11-03,0.999898,1.000722,0.999479,1.000225,1.000225,4700643650
2021-11-04,1.000210,1.000537,0.999901,1.000206,1.000206,4626163402
2021-11-05,1.000258,1.001008,0.999954,1.000562,1.000562,3901573705
2021-11-06,1.000575,1.000678,0.999722,1.000345,1.000345,3805073877
2021-11-07,1.000438,1.001050,0.999912,1.000649,1.000649,3580619669
2021-11-08,1.000662,1.000723,0.999672,0.999828,0.999828,5334534827
2021-11-09,0.999793,1.000472,0.999729,1.000075,1.000075,5510084775
2021-11-10,1.000130,1.001991,0.998010,0.999523,0.999523,8390821902
2021-11-11,0.999590,1.001988,0.998346,0.999856,0.999856,5770365511
2021-11-12,0.999939,1.001994,0.998020,0.999296,0.999296,4901205330
2021-11-13,0.999777,1.001986,0.998001,1.000830,1.000830,2806361295
2021-11-14,1.000799,1.001912,0.998048,0.999647,0.999647,3318788371
2021-11-15,0.999681,1.001968,0.998081,0.999643,0.999643,4118012760
2021-11-16,1.000718,2.349556,0.998023,1.000425,1.000425,6486127186
2021-11-17,1.001912,1.173478,0.998046,0.999850,0.999850,5185892264
2021-11-18,0.999849,1.001977,0.998049,0.999696,0.999696,6254410701
2021-11-19,0.999688,1.001901,0.998017,0.999991,0.999991,4866369149
2021-11-20,0.999791,1.001969,0.998053,0.999699,0.999699,3596758987
2021-11-21,0.999559,1.001992,0.998022,1.000235,1.000235,3314709429
2021-11-22,1.000046,1.001978,0.998046,0.999962,0.999962,5353790196
2021-11-23,1.000076,1.001997,0.998013,1.000115,1.000115,4805345753
2021-11-24,0.999772,1.001988,0.998058,1.000707,1.000707,4771592674
2021-11-25,0.999392,1.001991,0.998185,1.000332,1.000332,4514614915
2021-11-26,1.000650,1.001981,0.998153,0.999843,0.999843,6592288363
2021-11-27,0.999780,1.001998,0.998032,1.001594,1.001594,3824221682
2021-11-28,1.001431,1.001977,0.998010,0.999875,0.999875,4387793390
2021-11-29,0.999904,1.001958,0.998083,1.000078,1.000078,4339110918
2021-11-30,0.999735,1.001987,0.998065,0.999456,0.999456,5698220779
2021-12-01,1.000206,1.001982,0.998031,0.999593,0.999593,4989445952
2021-12-02,0.999660,1.001999,0.998004,0.998839,0.998839,5089421584
2021-12-03,0.999032,1.001972,0.998055,1.000327,1.000327,5879299772
2021-12-04,1.000317,1.001961,0.998009,0.999994,0.999994,9498203241
2021-12-05,1.000198,1.001998,0.998007,0.998715,0.998715,5815739519
2021-12-06,0.998770,1.001950,0.998005,0.999526,0.999526,7085836821
2021-12-07,1.000207,1.001928,0.998011,1.000063,1.000063,4621758475
2021-12-08,1.000070,1.001887,0.998083,0.999913,0.999913,4169038670
2021-12-09,0.998908,1.001989,0.998058,1.000527,1.000527,5294556413
2021-12-10,1.000263,1.001994,0.998034,1.001216,1.001216,5667174420
2021-12-11,1.001073,1.001944,0.998004,1.000172,1.000172,4131962866
2021-12-12,1.000113,1.001980,0.998012,1.000239,1.000239,3253441868
2021-12-13,1.000137,1.001999,0.998258,0.999780,0.999780,4967338939
2021-12-14,1.000019,1.001993,0.998115,1.000195,1.000195,4929898732
2021-12-15,0.999625,1.001961,0.998144,1.000244,1.000244,5885434505
2021-12-16,1.000496,1.001994,0.998006,0.998952,0.998952,4261770587
2021-12-17,1.000011,1.001817,0.998076,0.999806,0.999806,4989557925
2021-12-18,0.998098,1.001844,0.998083,0.999930,0.999930,3839132525
2021-12-19,1.000016,1.001992,0.998036,0.999883,0.999883,3413716404
2021-12-20,1.000056,1.001948,0.998010,0.999642,0.999642,4314880732
2021-12-21,0.999189,1.001994,0.998024,1.000066,1.000066,3742498924
2021-12-22,1.000147,1.001772,0.998020,0.998163,0.998163,3384263782
2021-12-23,0.998266,1.001991,0.998035,1.000219,1.000219,4090339477
2021-12-24,1.000400,1.001970,0.998317,1.000665,1.000665,3426361439
2021-12-25,1.000512,1.001982,0.998018,0.999856,0.999856,2505867410
2021-12-26,0.999844,1.001999,0.998015,0.999108,0.999108,2674907883
2021-12-27,0.999217,1.001973,0.998041,0.999582,0.999582,2793491169
2021-12-28,0.999633,1.001997,0.998165,1.000841,1.000841,4171719361
2021-12-29,1.000758,1.001935,0.998229,0.999463,0.999463,3506506629
2021-12-30,0.999622,1.001807,0.998104,1.000346,1.000346,3137476099
2021-12-31,1.000383,1.000933,0.999184,1.000039,1.000039,3283686715
